0|1|2|3
한식|고집돌우럭 중문점|5|처음 방문했는데, 일단 매장이 청결해서 너무 좋았어요! 맛집이라서 대기시간은 길었는데 그래도 기다린만큼 너무 맛있어서 좋았어요! 가족이랑 같이 왔는데 자리도 넓고 간도 적당하니 다음에 또 방문하고싶습니당!!
한식|고집돌우럭 중문점|5|B세트!! 맛있고 푸짐합니다. 찜은 너무 맛나고 함께 나온 옥돔튀김이나 쌈 채소도 신선하고 좋아요. 맛도 맛나뇨. 가족이 함께 와도 좋을꺼 같아요~!
한식|고집돌우럭 중문점|5|점심세트 B먹었는데 가격도 딱 적당하고 상차림도 푸짐해서 너무 잘 먹었어요! 배추에 우럭조림, 시래기 등 얹어 쌈밥 해먹으니 꿀맛. 배불러요
한식|고집돌우럭 중문점|5|너무 맛있어요! 인테리어도 훌륭하고 재방문인데 중문점도 제주공항점만큼 깨끗하고…
한식|고집돌우럭 중문점|5|Boy be man. In the rough volcanic rocks and white waves and foam, the skin glows black. Beautiful appearance will disappear. Who can be a real man? A noble spirit for the woman beloved will make you a real man. But a real man does not harm…
한식|고집돌우럭 중문점|5|제주도 여행올때마다 항상 오는 고집돌 우럭 항상 런침만 먹다가 처음으로 디너를 먹었는데 양도 정말 많고 맛 역시 정말 맛있네요. 지금도 대박이지만 앞으로 더 대박나세요.
한식|고집돌우럭 중문점|5|10시 오픈 이고 10시 10분쯤 도착 했습니다. 대기가 10분 정도 있었고 대가족7명(아기1명 포함) 방문 했습니다.…
한식|고집돌우럭 중문점|5|지인의 추천으로 점심을 먹기 위해 향한 곳 옥돔구이가 입맛을 확 돋구었고 톳밥이 참 맛있었어요. 푸짐한 밥상을 원하신다면 강추강추입니닷:)
한식|고집돌우럭 중문점|5|4년전에 아이들과 처음 왔을 때부터 재방문의사 1000% 였던 고집돌우럭 오랫만에 다시 와도 분위기, 맛 그대로네! 옥돔구이 니모메주 진짜 예술…
한식|고집돌우럭 중문점|5|맛집이라 역시 대기가 있었지만 웨이팅 고객을 위한 배려가 곳곳에 있어 대만족! 음식의 맛,퀄리티 직원분들의 친절 매장청결도 등 지금까지의 제주여행중 제일 만족스러웠다! 내돈내산 찐후기
한식|고집돌우럭 중문점|5|깔끔하게 맛있수다. 신선한 우럭 한마리 , 바다향나는 전복…
한식|고집돌우럭 중문점|5|최고의 맛... 동생이 제주도 맛집으로 추천해줘서 오게되었는데 웨이팅이 하나도 아깝지 않습니다. 메인메뉴 우럭조림도 최고지만 밑반찬도 빠짐없이 맛있어요. 양도 정말 많아요! 다음에 제주도 놀러가는 사람들에게 꼭 추천할거에요🥰🥰🥰
한식|고집돌우럭 중문점|5|아기랑 먹으러왔는데 직원분들도 넘 친절하시구 우선 무엇보다 음식이 너무 맛있어요! A세트로 주문했는데 알차고 배부르게 먹었습니당…
한식|고집돌우럭 중문점|5|우연히 중문 지나다 오픈전부터 줄서있는 걸 보고 맛집이겠거니 싶어 와봤는데 모든 음식이 정갈하고 기대 이상으로 맛있었어요! 그리고 직원분들도 넘넘 친절하시고!😄 오픈런하길 잘했어요~
한식|고집돌우럭 중문점|5|부모님 모시고 가기 딱 좋은 곳이네요. 음식 깔끔하게 잘 나오고 자극적인 맛 아니고 매장도 쾌적해요. 친절하셔서 편안한 식사 마쳤네요~^^
한식|고집돌우럭 중문점|5|아부지 칠순으로 찾은 제주에서 가장 생일상다운 밥상을 대접할 수 있어서 너무 좋네요.  한상가득 맛있는 식사! 어른들과 함께하는 식사로 강력추천합니다^^
한식|고집돌우럭 중문점|5|식당도 깨끗하고 무엇보다 음식이 너무 깔끔하고 맛있어요…
한식|고집돌우럭 중문점|5|정갈하고 담백한 상차림이 맘에 쏙 들어요. 웨이팅이 약간 있었지만 친절한 직원분들 안내덕분에 기다릴만 했어요. 담번에 또 오고싶어요.
한식|고집돌우럭 중문점|5|옥돔 크기가 작아서 양이 적을거라 생각했는데 밥을 많이 주시고 쌈밥처럼 먹으니 든든하고 좋습니다. 옥돔은 좀 작긴 하지만 촉촉하고 겉은 바삭해서 맛있습니다. 우럭조림에 들어있는 시래기 맛이 바로 이 식당이 장사 잘 되는 이유인 것 같습니다. 서비스해주시는 분들도 친절하고 주차장도 넉넉합니다.
한식|고집돌우럭 중문점|5|분위기도 좋고 깔끔하고 무엇보다 음식이 너무 맛있어서 제주도 가면 늘 방문해요, 벌써 4번째 방문~^^ 정말정말 맛있어요.강추!!!…
한식|고집돌우럭 중문점|5|부모님 모시고 오기 가장 좋은 곳이었습니다. 음식들이 전반적으로 깔끔해서 느끼함 없이 아주 좋았고 부모님도 마음에 들어하셨어요. 우선 금요일 6시 40분에 방문했을때 딱 20팀 웨니팅있었는데 웨이팅 많은거치고 딱 한시간만에 들어가면서 미리 메뉴를 말해놓기때문에 앉으면 음식은 매우 빠르게 나와서 좋았어요.…
한식|고집돌우럭 중문점|5|맛도 가격도 모두 만족스러운 곳이었습니다. 신혼여행에서 좋은 추억을 쌓았네요. 잘먹고 갑니다!
