관광농원|동백포레스트|4|지금 만개했네요. 이곳의 동백꽃은 초겨울부터  먼저 피는 애기동백입니다. 사람이 너무 많네요. 사진 찍기 어려울 정도네요. 입장료는 4천원이고 내부에 카페도 있습니다.
관광농원|동백포레스트|2|11월 말에 갔는데 사람만 너무 많고 주차장은 붐벼서 독사진 찍기도 힘들었습니다. 골프장에서 이미 더 나은 동백꽃들을 봐서인지 다시 방문 할 것 같지는 않습니다.
관광농원|동백포레스트|5|신혼여행으로 다녀왔어요 ♥️ 완전 너무 이뻐서 기절...ㅠ 다만 아쉬운점은 카페안에 화장실이 관리가 너무 안되더라구요... 심지어 저희가 평일에 갔는데두 화장실이 장난이아니었네요ㅠㅠ
관광농원|동백포레스트|3|겨울이지만 꽃이 많아 사진찍기 좋네요
관광농원|동백포레스트|5|웨딩촬영 많이 하더라구요. 정말 예뻐요~
관광농원|동백포레스트|3|동백이 피는 시기에 와야 좋아요. 입장권이 안 아까워요. 그 외 계절에는 입장 무료예요. 저는 눈이 왔을 때 간 적이 있는데 좋았어요. 최근 다녀오니 꽃은 없었어요. 그렇게 크지 않아 돌아보기 애매해요. 작고 아담합니다.
관광농원|동백포레스트|5|한창 동백이 펴 있을때 너무 예뻐요~
관광농원|동백포레스트|4|동백꽃 시기여서인지 동백꽃도 만개해서 너무 이뻤지만 사람이 많긴하네요
관광농원|동백포레스트|4|동백꽃이 활짝~사람들도 활짝~
관광농원|동백포레스트|3|그냥 그래요 입장료가 아깝네요 그냥 동백꽃사진찍으러 가는곳
관광농원|동백포레스트|5|동백나무가 잘 가꿔져있는 곳 카페옥상에서 보면 동글동글 나무가 귀엽다 만개시즌에 오면 완전 사진 스팟일듯..…
관광농원|동백포레스트|5|진핑크 동백꽃들이 가득가득 피어있어서 넘 이뻐요❤❤👍
관광농원|동백포레스트|5|사람 너무너무 많아요 입장료 성인 4천원인걸로 기억해요. 들어가면 사진스폿 4~5개정도 있는데 거기서 사진찍으면 이쁜긴 해요
관광농원|동백포레스트|3|예쁘고 좋긴한데 생각보다 금방 지침
관광농원|동백포레스트|5|동백꽃시즌이라 꽃들이 활짝 포토존도 곳곳에 엄청 많아요! 음료도 맛있어요😍 여기저기 다니며 인생샷을 건져보세요~~~
관광농원|동백포레스트|5|곧 꽃이 만개할 예정
관광농원|동백포레스트|5|동백꽃밭을 배경으로 인생샷을 찍을 수 있는 곳으로 유명해지면서 관광객이 많이 찾는 곳임. 인생샷을 찍기 위해서는 약 1시간 정도 대기해야 함. 동백꽃 군락지라 어느 쪽을 배경으로 사진을 찍어도 좋은 사진을 건질 수는 있음. 연인에게 특히 어울리는 장소임.
관광농원|동백포레스트|5|동백꽃 끝판왕 포레스트라 불릴만한 규모.
관광농원|동백포레스트|5|울창하고 웅장한 동백나무숲속에서 화려하게 만발한 동백꽃을 감상하는 일은 정말 무어라  형언할 수 없는 벅찬 감동임에 틀림없습니다  비록 고약한 대기행렬의 입장과 비싸진 않지만 입장료라는 것이 걸림돌이긴 하지만 그래도 제주도를 여행하는 입장에서 이곳은 한번쯤은 가볼만한 곳이 아닐까 생각을 해봅니다  다행히도 넉넉한 주차공간과 주차요금은 받질 않으니 그나마 다행이기도 합니다  빨갛고 만발한 동백꽃은 화려함의 극치를 보여주고…
관광농원|동백포레스트|4|위미에 있는 곳보단 동백이 풍성하고 잘 관리된 느낌 한 종류의 동백만 있는게 아쉽긴 합니다 멀리 보이는 바다도 이쁩니다 그리고 이번엔 안찍었지만 건물 안에 포토존이 있는데 꼭 찍어보길 바랍니다
관광농원|동백포레스트|5|최고의 제주도 겨울여행지입니다.^^
관광농원|동백포레스트|5|아직 빨간동백은 피기 전이었는데 핑크동백이 예쁘게 펴서 사진찍기 좋았어요~입장료도 비싸지않고 잘되있었어요~
관광농원|동백포레스트|5|카멜리아힐과는 다른 매력이 있는 곳. 카멜리아힐처럼 넓은 공간은 아지만 붉은 동백나무로 가득채워져 있어서 동백꽃이 만발해 있을때는 사진발이 더 잘 나올수 있을것 같다. 입장료는 성인가준 4천원이고 매표소 앞에서 파는 동백빵도 먹을만하다.
관광농원|동백포레스트|3|인스타 사진 찍기 좋은곳입니다. 온리 동백꽃이구요. 동백빵은 그냥 그냥입니다.
관광농원|동백포레스트|5|동백꽃이 만개하지도 않았는데 너무 이쁨 사진 스팟!! 어딜 찍어도 사진 맛집
관광농원|동백포레스트|4|가족들이랑 좋은 사진 찍었어요. 저는 저 동백보다 큰 나무에 새빨갛고 작은 리얼 제주동백을 더 좋아하는데 그건 동백나무군락지에 가로수처럼 일부 심어져있는게 다더라구요.. 너무 아쉽고 안타까웠어요.…
관광농원|동백포레스트|3|비 때문에 꽃이 져서 조금 아쉬웠지만.. 이쁜 꽃들에 취해서  잘 쉬다 왔슴다
관광농원|동백포레스트|3|동백꽂 보러왔는데 입장료가 비싸요.ㅜㅜ
관광농원|동백포레스트|5|생각보다 꽃잎이만이 뜰어져서 조금 아쉬워서요~
관광농원|동백포레스트|1|입장료 4천원인데 그만큼의 값어치가 있는지도 모르겠다.  유튜브나 방송에 자주 나와서  환상을 가지고 있었는데 기대에 훨씬 못미치고  건물안에서 액자프레임처럼 창문앞에서 사진찍으려 1시간이상 줄을 서지만 그거하나 찍자고  기다리는 시간이 더 아깝다. 입장료가 천원정도하면 들어가볼까 하지만 그냥 밖에서  나무보고 가는걸로도 충분한것같다.
관광농원|동백포레스트|5|동백포레스트 강추합니다 ^^ 포토존이 넘쳐나요 ♡
관광농원|동백포레스트|4|꽃이 별로 없긴해도 그냥 와볼만함
관광농원|동백포레스트|4|동백이 절정인 시기에 방문. 엄청 예뻤다. 그리 크지 않은 규모. 포토존 대기시간이 너무 길다.
관광농원|동백포레스트|5|너무 예뻐요♡ 사진찍기 정말 예쁜 장소입니다
관광농원|동백포레스트|5|다른곳보다일찍피는동백꽃군락  11월중순부터핌 입장료있는카페이고 보는것보단사진이잘나옴  가면약간실망  동백꽃빵맛있고  관광지...
관광농원|동백포레스트|5|동백이절정이었어요 너무만족스럽네요
관광농원|동백포레스트|5|아름다운 동백 꽂 입니다
관광농원|동백포레스트|5|동백나무가 너무 잘조성되어있어요 사진찍기 굉장히 좋은 곳이에요 와이프도 엄청 좋아하네요 ㅋ 11월말쯤 가시면 좋아요~
관광농원|동백포레스트|5|리트리버 동반이 가능해요~ 감사합니다^^
관광농원|동백포레스트|4|동백꽃이 너무 예쁘게 활짝 피어있어 좋았다.사람들이 너무 많아서 사진 찍기  힘들었다(동백꽃 반 사람  반)
관광농원|동백포레스트|5|동백이 만개 했을때 가면 엄청날거 같습니다!!! 저희는 좀 떨어졋을때 갔는데도 이쁘게 잘 돌고온거 같아요!
관광농원|동백포레스트|5|정원 관리가 너무 잘 되어있어요. 입장료가 아깝지않아요.
관광농원|동백포레스트|3|시설에비해입장료 비쌌던곳
관광농원|동백포레스트|5|잘가꾸어진 동백정원입니다
관광농원|동백포레스트|3|잘꾸며져있지만 액자창  사진찍는데 줄 너무 길어요 그뒤로 사람들 지나다니니 찍는것도 신경쓰이고요.
관광농원|동백포레스트|4|동백이랑 사진 찍기 좋은곳. 내가 여자가 있다. 그럼 그냥 고하세요.
관광농원|동백포레스트|5|동백꽃 다 져서 와서 아쉽지만 이쁘네요
관광농원|동백포레스트|1|본인이: 1. 좋은 경험을 하는 것 보다는 인스타그램에 멋진 사진 한 장 올리고 따봉을 최대로 받는 것이 제주도 여행의 목표이다. 2. 시간도 많고 돈도 많고 4000원은 돈이 아니라고 생각한다.…
관광농원|동백포레스트|4|다 좋은데 이곳은 현금만 받는다.
관광농원|동백포레스트|5|그냥 인싸들 사진찍는곳.
관광농원|동백포레스트|3|입장료 성인4,000원  정말 동백꽃만 있음 걍 입구에서 동백꽃구경 하시는게..
관광농원|동백포레스트|5|꽃이 너무 이뻐요~~카페가 없어서 그게 아쉽지만 너무이뻐서 강추
관광농원|동백포레스트|4|아직 동백이 덜피었지만 이뻐요
관광농원|동백포레스트|5|너무 이쁩니다!!
관광농원|동백포레스트|5|TV방송 시작할때 나오는 애국가3절에 동백포레스트 풍경이 나오는거 같던데.....맞는지요?
관광농원|동백포레스트|5|동백꽃이 이쁘고 카페가 이쁜집
관광농원|동백포레스트|5|동백꽃이 아주 보기 좋음 인생샷~~^^
관광농원|동백포레스트|4|애인 사진 찍어주로 가는곳
관광농원|동백포레스트|5|꽃들이 만개한 풍성한 동백나무 길을 거닐며 인생샷 남겨 보세요~♡  지금 시기에 꼭 가야 할 곳^^
관광농원|동백포레스트|5|동백꽃이 다 져서 입장료는 없었어요. 비가와서 스산하고 너무 행복한시간이었어요!
관광농원|동백포레스트|5|동백꽃이 갓필무렵에와서 다핀게아니라 아쉬웠지만 가서 사진찍고 구경하고 힐링했던곳 조금더추워지고 동백꽃 만개했을때가면 너무 이쁠듯 ~ 꼭한번가보면좋을듯한곳 추천👍
관광농원|동백포레스트|4|동백꽃 한 철 멋진 곳 사람이 인산인해 하지만 그 만큼 넓어 사진 찍기는 좋은 곳 커피는 장소가 협소해서 마시지 못 함
관광농원|동백포레스트|3|4000원의 요금이 있는데 사실 입구에 조금 볼거리말고 그게 전부다다 이렇게 관리하고 입장료를 받다니 그냥 딱 한번 가보는 곳
관광농원|동백포레스트|4|동백꽃이 화려했다면 더 좋았을것 같은데, 많이 떨어져서 아쉬웠던...비가 내려 운치는 좀 있었네요.
관광농원|동백포레스트|4|동백 꽃 피었을때 왔었는데, 지금은 조용하니 좋았어요~~
관광농원|동백포레스트|4|가성비좋았어요 아쉬은건 사진을찍어주는분이잘찍는분임좋음 구도초점안 맞는사진속상ㅜㅜ
관광농원|동백포레스트|5|동백나무 조경이 잘되어있는곳   무료개방   사진찍기 최고  단점은 주차하기 매우곤란함
관광농원|동백포레스트|4|12-1월 한철 반짝 볼 수 있는 장소라 나쁘지 않음 입장료는 4000원이고 현찰만 받음 삼각대를 가져와서 찍는게 좋고, 사람들이 많으니 차라리 식사시간에 가면 이득임 예쁘긴 예쁘고 사진을 건질만 한 장소로 추천
관광농원|동백포레스트|3|1. 인생샷을 건질수있음 2. 사람 많음정도 ☆☆☆☆☆ 3. 겨울에 방문시, 오후 1시쯤 방문 추천 4. 벌래..많음..
관광농원|동백포레스트|4|딱 지금 12월~1월까지 동백꽃의성지 여자들은 환장모드
관광농원|동백포레스트|4|동백이 만개해서 예쁘고 휴애리등에 비해 가격이 좀 저렴한 편인데...사람이 너무 많아서 포토존은 한개만 찍었고 사진 보면 나무 아래로 다른 사람들 발이 보임 동백 인기절정이라 어쩔수 없는 것이겠지만
관광농원|동백포레스트|4|10:00정도 동백 포레스트 방문했습니다:) 사진찍으러 온 사람들 많구요, 제가 도착했을땐 주차장에 자리가 좀 있었으나 11:30분쯤 나올땐 주차장이 많이 혼잡했습니다. 액자사진 찍는곳은 줄이 굉장히 길구요…
관광농원|동백포레스트|5|사진찍기 좋은곳
관광농원|동백포레스트|4|동백을 실컷 볼 수 있는 것만으로도 좋은 추억. 포토존도 군데군데 있고. 인위적인 조경보다는 자연스럽게 꾸며 놓은 곳. 입장료 일괄 4000원.
관광농원|동백포레스트|5|동백이 지기시작했다고 1000원 깍아준...
관광농원|동백포레스트|5|겨울꽃. 동백꽃. 이쁘다.
관광농원|동백포레스트|5|대기줄 시스템이 좋네요
관광농원|동백포레스트|5|예뻐요 사람은 짱많아요ㅠ
관광농원|동백포레스트|4|11월 말 기대하겠습니다~^^
관광농원|동백포레스트|5|2월 끝물이라 동백꽃이 많이 떨어졌을때 갔지만 그래도 아기자기 예쁘고 사진찍기딱 좋게 꾸며 놓았어요. 멀리 한라산 배경으로 밭 전경을 담으니 마치 스위스 같은 기분~~ ㅋㅋ
관광농원|동백포레스트|4|아담하고 싸고 꽃 많이폈고 좋으나 내비 안내가 이상해서 조금 돌았어요
관광농원|동백포레스트|5|입구 앞에서 효돈귤 사세요. 맛있습니다.
관광농원|동백포레스트|5|사람많어요ㅠ
관광농원|동백포레스트|4|사진찍기 좋아요. 날씨 좋을때, 사람 적을 때 가면 더 좋겠어요
관광농원|동백포레스트|3|그냥 사진 찍는곳 카페로 기대하면 안됨
관광농원|동백포레스트|5|크진않지만,이쁘게핀 동백꽃보기좋은곳이네요. 주차관리인도있고 이쁘게사진찍을수있는곳이요. 입장료4천원이면 나쁘지않네요
관광농원|동백포레스트|5|예뻐용 1월 말일날 사진이에용
관광농원|동백포레스트|5|사진찍기 좋은곳
관광농원|동백포레스트|3|비만안 왔으면 아주 좋았을 뿐 했습니다
관광농원|동백포레스트|5|주차문제로 현재는 폐쇄한 상태이나 주차장 문제사 해결되면 오픈할 것 같음.(2019.Jan.) 담너머에서 동백꽃을 감상할 수는 있음.
관광농원|동백포레스트|3|관람객들이 너무 많네요. 다른 동백을 찾아야할 듯
관광농원|동백포레스트|5|겨울이라 동백꽃이 많이 졌지만 나무 사이사이로 다니며 사진 찍을 수 있어 좋음. 눈과 꽃의 조화~~^^ 입구에 동백빵은.... 2분 50초면 된다고 하는데 밀가루가 좀 덜 익어요..ㅠㅠ
관광농원|동백포레스트|1|산책코스가 없어요. 사진찍는 동백꽃 끝이에요, 입장료 내고 들어가는데 담넘어 들어오시는분도 계시고.. 관리가 필요할듯 합니다.
관광농원|동백포레스트|5|잘 가꿔진 예쁜 동백을 볼 수 있고 음료도 괜찮아요. 다만 사람 무지하게 많습니다. 시간 잘 선택해서 가세요.
관광농원|동백포레스트|5|꽃이 많이 떨어졌어요. 시기가 잘 맞으면 정말 예쁠꺼같아요.
관광농원|동백포레스트|4|이번 계절은 조금 들쑥날쑥하네요 ~ 그래도 아름다운 곳이지요 ^^
관광농원|동백포레스트|5|꽃들이 예쁘네요
관광농원|동백포레스트|3|동백꽃길과 사진맛집
관광농원|동백포레스트|5|이쁘고 풍성하고 조타
관광농원|동백포레스트|1|넘 좋아요
관광농원|동백포레스트|5|아담하지만 좋아요~ 다른데가 넘 넓어서 고민이시라면 추천드려요 -^^
관광농원|동백포레스트|4|사지찍기는 이쁜데 사람이 많아 대기 시간이 길고 입장료가 비쌈!
관광농원|동백포레스트|3|12월 말, 동백꽃이 거의 지는 모양이라 매우 아쉬웠습니다 ㅠㅠ 올해는 유난히 동백꽃이 일찍 폈어요. 액자 사진 찍을 때 마스크 써야하구요, 직원분들이 관리 잘해주셔서 좋았어요!
관광농원|동백포레스트|4|2월 초라서 동백꽃이 많이 떨어젔어요
관광농원|동백포레스트|4|오래간만에 예쁘게 자란 동백꽃이 너무 보기좋아요^^ 사람들을 많이 입장시키지도 않고 깔끔하게 정돈된 모습 인생샷 많이 나오네요~
관광농원|동백포레스트|5|4000원 절대 안아까움. 꽤 넓지만 사람이 엄청 많으므로 좋은 스팟들은 기다려야 함
관광농원|동백포레스트|4|만들어 놓은 꽃들~
관광농원|동백포레스트|5|2월 동백상황
관광농원|동백포레스트|5|넘멋져서 사진을많이 찍고왔습니다~~
관광농원|동백포레스트|1|화장실 고장나서 카페화장실만 이용해야된다는데 진짜 더럽고 카페 직원들 카운터 모여서 히히덕거리느라 정신없음. 동백꽃 보러갔는데 마스크 벗고 사진찍는 개돼지들 진짜 많음.
관광농원|동백포레스트|5|1월 방문, 사진찍기 정말 좋아요
관광농원|동백포레스트|5|너무너무너무너무너무 이쁘다... 이건 말로 표현이 안됨 ㅠㅠ
관광농원|동백포레스트|5|예쁜 동백이
관광농원|동백포레스트|4|입장료를 받기시작 한 점이 아쉽지만 그만큼 잘 운영하려는 거라고 생각해요~
관광농원|동백포레스트|4|12월 제주에서 사진 찍기에 이만한 곳이 없죠. 꼭 들르세요
관광농원|동백포레스트|1|그냥 다른곳으로 가는것을 추천함.
관광농원|동백포레스트|5|아담하고  동백꽃과 감귤나무  좋아요
관광농원|동백포레스트|4|넓진 않아요 사진 찍기는 좋은데 다른 볼건 없는듯
관광농원|동백포레스트|5|이뻐요 또가고싶어요
관광농원|동백포레스트|5|다 좋은데  대중교통으론  접하기 쉽지 않은곳
관광농원|동백포레스트|4|가는 길이 너무 예뻤던 장소입니다ㅎㅎ 포토존이 예뻤지만 대기시간이 조금 있었습니다.
관광농원|동백포레스트|5|이쁨가득
관광농원|동백포레스트|5|지금 시기에 한 번은 들려봄직한 멋진 사진 포인트...동백꽃빵도 있다는...
관광농원|동백포레스트|4|꽃이 정말 많음 그 많은 꽃이 다 같은 꽃임
관광농원|동백포레스트|4|줄서서 사진 찍는 포인트가 있는데 거기서는 사진 하나는 정말 잘 남길 수 있다  비오는 날씨에 갔는데도 사진이 잘 나왔다…
관광농원|동백포레스트|3|내년을 기약하며
관광농원|동백포레스트|3|동백꽃 예뻐요~
관광농원|동백포레스트|3|동백꽃이 활짝  이쁘게 폈네요
관광농원|동백포레스트|2|인스타감성.. 사진찍는 10-20대 많은데 사진 건지러 가기 좋아보여요 꽃이 만발한 인스타사진을 봤는데 그정돈 아니었어요 산책할만큼 넓지도 않고 그냥 그랬어요
관광농원|동백포레스트|4|동백이 질때 가서 아쉬웠음 12월 초에 갔으면 정말 이쁠것이라 생각됨
관광농원|동백포레스트|5|사진이 잘나옵닏ㄱㆍ
관광농원|동백포레스트|2|직원 너무 불친절 사진찍기엔 좋아요
관광농원|동백포레스트|2|그냥그럼 넘 작음...
관광농원|동백포레스트|3|가성비 별로 .. 동백꽃은 이쁨! 삼각대 등 인생샷 건질 준비 열심히 해가야 할 듯함
관광농원|동백포레스트|3|지금시기는 추천하지 않아요..동백꽃이 거의 없어요..
관광농원|동백포레스트|5|힐링하기에 좋아요
관광농원|동백포레스트|3|원래4천원인데 2천원주고 들어감, 동백꽃이 지는 시즌이라 가격할인함, 근데 만개했다고 해도 4천원은 비싼듯 ! 차라리 카멜리아 힐이 낫다 . 입장료가 더비싸긴 하지만 ㅠㅠ 포토스팟은 줄서서 찍더라 ㅎ 예쁘긴하다 셀프웨딩 하는사람도 있었음
관광농원|동백포레스트|4|동백 포레스트를 입장하기 전에 앞에 꼴두기 닮은 붕어빵있는데 그거 먹고 들어가세요~~ 돈이 안아까울 정도로 맛있습니다. 그리구 주차공간 마니 넉넉~…
관광농원|동백포레스트|5|사진찍기 좋죠.  모델되세요!
관광농원|동백포레스트|3|그냥 동백꽃
관광농원|동백포레스트|5|제주도 인생샷 건질 수 있는곳!! 입장료 있긴한데 돈 안아까웠음ㅎㅎㅎ 근뎅 유명 포토존은 대기시간 2시간이었음;;; 거기서 사진 찍으려면 오픈때 일찍부터 가야할듯...☆
관광농원|동백포레스트|2|1월말에 갔더니 꽃 대부분 떨어져서 사진 찍을만한 스팟이 적습니다. 사람은 많고 공간은 협소해서 이른시간에 방문 하시는것을 추천드립니다.
관광농원|동백포레스트|3|사진찍기 좋은 곳. 동백꽃 맛집으로 통하는 곳. 겨울에 제주를 온다면 한번쯤 들려보면 좋을 곳
관광농원|동백포레스트|3|진짜 제두도의 동백꽃 보고싶으신분 여기 추천해요. 사진도 잘나오고 정말 이뻐요.
관광농원|동백포레스트|5|동백꽃이 예쁘게 펴서 정말 사진찍기 좋네요~!!! *^^*ㅋㅋㅋ
관광농원|동백포레스트|2|볼게 없다. 그저 사진찍으러 갈 뿐... 입장료4천원이 비싸다고 느껴질 정도
관광농원|동백포레스트|3|사람 너무 많고 입장료 비싸요
관광농원|동백포레스트|2|카페에서 탄 빵을판다 별루
관광농원|동백포레스트|3|돈받을정도는 아님
관광농원|동백포레스트|3|현지 아저씨말로는 지난주에 태풍같이 비가왔다함 그래서 꽃이 어느정도 떨어졌지만 아직은 사진 찍을만함 오늘 1월2일 다음주는 꽃 거의 다떨어질꺼같음
관광농원|동백포레스트|5|겨울에 꽃구경하기 좋네요. 주차장도 잘되어 있고요
관광농원|동백포레스트|4|동백구경하기 아주 좋은 곳이다 웨딩 촬영도 많이 한다 입구 건물에 포토존은 대기줄이 길다…
관광농원|동백포레스트|2|1인 입장료는 4,000원으로 저렴하지 않은데 동백꽃은 시드는 시기이고, 사람이 너무 많아 사진 찍기 어려웠다
관광농원|동백포레스트|4|날씨가 따뜻해서 인지 동백꽃이 만발한게 믿기지 않을정도로 너무 예뻤다
관광농원|동백포레스트|5|이쁘고 사진찍기 좋아요 포토존이 있는데 줄서서 기다리네요;; 굳이 기다릴 이유가 없기에 패스 다른곳도 잘찍으면 충분히 이쁘게 나와요
관광농원|동백포레스트|5|햇빛받으면 나무잎이 빛나고 동백꽃향기가 흩날려서 기분이 좋습니다
관광농원|동백포레스트|4|분위기 좋으나 사람이 좀 많음
관광농원|동백포레스트|4|오늘 가니 이미 꽃이 많이 져서 문 닫았어여
